"","NAME","CONTRACT_START","CONTRACT_END","AVG_SALARY","AGE","GP","WR","MIN","PTS","FGM","FGA","FG.","X3PM","X3PA","X3P.","FTM","FTA","FT.","OREB","DREB","REB","AST","TOV","STL","BLK","PF","MARGIN","sum"
"93","Jrue Holiday",2013,2016,1.1e+07,23,78,0.435897435897436,37.5128205128205,17.7307692307692,7.11538461538461,16.5128205128205,43.1,1.16666666666667,3.16666666666667,36.8,2.33333333333333,3.1025641025641,75.2,1.14102564102564,3.07692307692308,4.21794871794872,8.01282051282051,3.74358974358974,1.57692307692308,0.41025641025641,2.17948717948718,-1.62820512820513,NA
"95","Derrick Rose",2012,2016,18862876,23,39,0.82051282051282,35.2307692307692,21.8461538461538,7.74358974358974,17.8205128205128,43.5,1.38461538461538,4.43589743589744,31.2,4.97435897435897,6.12820512820513,81.2,0.666666666666667,2.69230769230769,3.35897435897436,7.87179487179487,3.05128205128205,0.897435897435897,0.717948717948718,1.33333333333333,7.43589743589744,NA
"96","E'Twaun Moore",2016,2019,8680000,27,59,0.491525423728814,21.4067796610169,7.50847457627119,3.16949152542373,6.59322033898305,48.1,0.796610169491525,1.76271186440678,45.2,0.372881355932203,0.593220338983051,62.9,0.322033898305085,1.93220338983051,2.25423728813559,1.67796610169492,0.898305084745763,0.627118644067797,0.305084745762712,1.74576271186441,-0.627118644067797,NA
"97","Paul Millsap",2015,2017,23170974.33,30,73,0.753424657534247,32.7397260273973,16.6849315068493,6.06849315068493,12.7397260273973,47.6,1.05479452054795,2.95890410958904,35.6,3.49315068493151,4.61643835616438,75.7,1.9041095890411,5.9041095890411,7.80821917808219,3.05479452054795,2.27397260273973,1.78082191780822,0.945205479452055,2.75342465753425,5.58904109589041,NA
"98","Willie Cauley-Stein",2019,2020,2177483,25,81,0.481481481481481,27.320987654321,11.9135802469136,5.08641975308642,9.14814814814815,55.6,0.0123456790123457,0.0246913580246914,50,1.72839506172839,3.1358024691358,55.1,2.23456790123457,6.1358024691358,8.37037037037037,2.39506172839506,1.03703703703704,1.18518518518519,0.62962962962963,2.80246913580247,0.666666666666667,NA
"99","Raul Neto",2018,2019,1918572.5,26,41,0.682926829268293,12.1463414634146,4.46341463414634,1.68292682926829,3.68292682926829,45.7,0.463414634146341,1.14634146341463,40.4,0.634146341463415,0.853658536585366,74.3,0.170731707317073,1.02439024390244,1.19512195121951,1.82926829268293,0.878048780487805,0.317073170731707,0.0975609756097561,0.926829268292683,2.90243902439024,NA
"100","Kevin Durant",2018,2019,33599500,29,68,0.720588235294118,34.1911764705882,26.3529411764706,9.26470588235294,17.9705882352941,51.6,2.54411764705882,6.07352941176471,41.9,5.27941176470588,5.94117647058824,88.9,0.455882352941176,6.36764705882353,6.82352941176471,5.38235294117647,3.04411764705882,0.735294117647059,1.75,1.95588235294118,5.16176470588235,NA
"101","Bojan Bogdanovic",2017,2018,10500000,28,81,0.283950617283951,25.7160493827161,13.7407407407407,4.64197530864198,10.4320987654321,44.5,1.77777777777778,4.83950617283951,36.7,2.67901234567901,3,89.3,0.45679012345679,2.96296296296296,3.41975308641975,1.37037037037037,1.61728395061728,0.419753086419753,0.0864197530864197,1.80246913580247,-3.25925925925926,NA
"102","Carmelo Anthony",2014,2018,19706085.6,30,77,0.454545454545455,38.7272727272727,27.4285714285714,9.64935064935065,21.3376623376623,45.2,2.16883116883117,5.38961038961039,40.2,5.96103896103896,7.02597402597403,84.8,1.88311688311688,6.19480519480519,8.07792207792208,3.14285714285714,2.57142857142857,1.23376623376623,0.662337662337662,2.90909090909091,1.35064935064935,NA
"103","Jose Calderon",2013,2016,7250000,31,73,0.315068493150685,29.5753424657534,11.3150684931507,4.27397260273973,8.6986301369863,49.1,1.78082191780822,3.86301369863014,46.1,0.986301369863014,1.0958904109589,90,0.273972602739726,2.13698630136986,2.41095890410959,7.0958904109589,1.72602739726027,0.794520547945205,0.10958904109589,1.35616438356164,-3.43835616438356,NA
"105","Zaza Pachulia",2013,2015,5200000,29,52,0.557692307692308,21.8076923076923,5.88461538461539,2.19230769230769,4.63461538461539,47.3,0,0.0576923076923077,0,1.5,1.98076923076923,75.7,2.53846153846154,3.92307692307692,6.46153846153846,1.51923076923077,1.34615384615385,0.673076923076923,0.230769230769231,2.46153846153846,-0.5,NA
"106","Quincy Pondexter",2014,2017,3500000,26,15,0.466666666666667,18,6.26666666666667,2.06666666666667,5.26666666666667,39.2,0.733333333333333,2.26666666666667,32.4,1.4,1.73333333333333,80.8,0.666666666666667,1.06666666666667,1.73333333333333,1.33333333333333,1,0.333333333333333,0.0666666666666667,1.2,-7.06666666666667,NA
"107","Shaquille Harrison",2018,2019,1473047.5,24,23,0.130434782608696,16.695652173913,6.60869565217391,2.56521739130435,5.39130434782609,47.6,0.260869565217391,1.1304347826087,23.1,1.21739130434783,1.65217391304348,73.7,0.391304347826087,2.26086956521739,2.65217391304348,2.39130434782609,0.956521739130435,1.1304347826087,0.304347826086957,1.82608695652174,2.04347826086957,NA
"108","Nicolas Batum",2012,2015,11530375,23,59,0.457627118644068,30.3559322033898,13.864406779661,4.89830508474576,10.864406779661,45.1,1.8135593220339,4.64406779661017,39.1,2.25423728813559,2.69491525423729,83.6,1.3728813559322,3.22033898305085,4.59322033898305,1.42372881355932,1.52542372881356,0.966101694915254,1.01694915254237,1.77966101694915,-1,NA
"109","Kyle Lowry",2014,2017,16225926,28,79,0.569620253164557,36.2278481012658,17.9367088607595,5.78481012658228,13.6708860759494,42.3,2.40506329113924,6.32911392405063,38,3.9620253164557,4.87341772151899,81.3,1.11392405063291,3.55696202531646,4.67088607594937,7.41772151898734,2.45569620253165,1.53164556962025,0.189873417721519,3.37974683544304,3.40506329113924,NA
"111","Garrett Temple",2014,2015,1040843,28,75,0.533333333333333,8.50666666666667,1.84,0.68,1.88,36.2,0.08,0.386666666666667,20.7,0.4,0.573333333333333,69.8,0.28,0.626666666666667,0.906666666666667,0.96,0.56,0.466666666666667,0.146666666666667,0.96,-1.14666666666667,NA
"112","Jordan Clarkson",2016,2019,12500000,24,79,0.215189873417722,32.3037974683544,15.506329113924,6.0126582278481,13.8987341772152,43.3,1.40506329113924,4.05063291139241,34.7,2.07594936708861,2.58227848101266,80.4,1.17721518987342,2.78481012658228,3.9620253164557,2.43037974683544,1.70886075949367,1.11392405063291,0.0886075949367089,2.12658227848101,-7.94936708860759,NA
"113","Chris Paul",2013,2017,21468695,28,70,0.714285714285714,33.3571428571429,16.9428571428571,5.88571428571429,12.2285714285714,48.1,1.08571428571429,3.31428571428571,32.8,4.08571428571429,4.61428571428571,88.5,0.757142857142857,2.98571428571429,3.74285714285714,9.68571428571429,2.27142857142857,2.41428571428571,0.142857142857143,2.04285714285714,6.17142857142857,NA
"114","Patrick Patterson",2014,2016,6050000.333,25,65,0.569230769230769,23.5692307692308,8.53846153846154,3.46153846153846,7.52307692307692,46,0.846153846153846,2.32307692307692,36.4,0.769230769230769,1.09230769230769,70.4,1.8,3.46153846153846,5.26153846153846,1.2,1,0.846153846153846,0.569230769230769,2.44615384615385,2.58461538461538,NA
"115","Robin Lopez",2015,2018,13503875,27,59,0.644067796610169,27.7627118644068,9.59322033898305,3.96610169491525,7.40677966101695,53.5,0,0.0169491525423729,0,1.66101694915254,2.15254237288136,77.2,3.22033898305085,3.45762711864407,6.67796610169492,0.932203389830508,1.23728813559322,0.271186440677966,1.42372881355932,2.06779661016949,2.47457627118644,NA
"116","Robert Covington",2014,2017,4928449.75,23,7,0.571428571428571,4.85714285714286,2.28571428571429,0.857142857142857,2,42.9,0.571428571428571,1.57142857142857,36.4,0,0,0,0.285714285714286,0.428571428571429,0.714285714285714,0,0.142857142857143,0.285714285714286,0,0.428571428571429,2.42857142857143,NA
"117","Gordon Hayward",2017,2020,31214295,27,73,0.63013698630137,34.4657534246575,21.9315068493151,7.46575342465753,15.8356164383562,47.1,2.04109589041096,5.12328767123288,39.8,4.95890410958904,5.87671232876712,84.4,0.671232876712329,4.72602739726027,5.3972602739726,3.45205479452055,1.91780821917808,1,0.273972602739726,1.6027397260274,4.75342465753425,NA
"118","Wayne Ellington",2013,2014,1781692,25,78,0.5,21.2948717948718,7.87179487179487,2.8974358974359,6.78205128205128,42.7,1.20512820512821,3.07692307692308,39.2,0.871794871794872,0.961538461538462,90.7,0.320512820512821,1.80769230769231,2.12820512820513,1.33333333333333,0.730769230769231,0.576923076923077,0.0384615384615385,1.03846153846154,0.217948717948718,NA
"119","Bismack Biyombo",2016,2019,1.7e+07,23,82,0.682926829268293,22.0487804878049,5.53658536585366,1.90243902439024,3.51219512195122,54.2,0,0.0121951219512195,0,1.73170731707317,2.75609756097561,62.8,2.21951219512195,5.76829268292683,7.98780487804878,0.353658536585366,0.865853658536585,0.231707317073171,1.6219512195122,2.74390243902439,1.02439024390244,NA
"120","Blake Griffin",2013,2017,20500805.6,24,80,0.6875,32.475,18,7.2125,13.4,53.8,0.0625,0.35,17.9,3.5125,5.325,66,2.325,5.95,8.275,3.7375,2.3125,1.2125,0.625,2.8875,4.8375,NA
"121","James Johnson",2013,2014,1503704.5,26,54,0.314814814814815,16.2592592592593,5.11111111111111,2.16666666666667,5.24074074074074,41.3,0.037037037037037,0.388888888888889,9.5,0.740740740740741,1.24074074074074,59.7,0.907407407407407,1.77777777777778,2.68518518518519,1.07407407407407,1.25925925925926,0.759259259259259,0.925925925925926,1.83333333333333,-5.16666666666667,NA
"122","Davis Bertans",2018,2019,7e+06,25,77,0.558441558441558,14.1038961038961,5.92207792207792,2.09090909090909,4.75324675324675,44,1.22077922077922,3.27272727272727,37.3,0.519480519480519,0.636363636363636,81.6,0.233766233766234,1.75324675324675,1.98701298701299,0.961038961038961,0.467532467532468,0.337662337662338,0.363636363636364,1.20779220779221,1.15584415584416,NA
"123","Joe Ingles",2015,2016,2100000,27,79,0.455696202531646,21.1772151898734,5.0126582278481,1.86075949367089,4.48101265822785,41.5,0.911392405063291,2.55696202531646,35.6,0.379746835443038,0.506329113924051,75,0.278481012658228,1.93670886075949,2.21518987341772,2.30379746835443,1.24050632911392,0.911392405063291,0.126582278481013,1.56962025316456,-0.620253164556962,NA
"124","Boban Marjanovic",2016,2018,7e+06,27,54,0.87037037037037,9.40740740740741,5.5,1.94444444444444,3.22222222222222,60.3,0,0,0,1.61111111111111,2.11111111111111,76.3,1.35185185185185,2.24074074074074,3.59259259259259,0.388888888888889,0.537037037037037,0.222222222222222,0.425925925925926,1,1,NA
"125","Thabo Sefolosha",2014,2016,4e+06,30,61,0.721311475409836,25.9672131147541,6.27868852459016,2.31147540983607,5.57377049180328,41.5,0.786885245901639,2.49180327868852,31.6,0.868852459016393,1.13114754098361,76.8,0.819672131147541,2.78688524590164,3.60655737704918,1.54098360655738,0.901639344262295,1.29508196721311,0.278688524590164,1.47540983606557,1.95081967213115,NA
"126","Harrison Barnes",2016,2019,23370934.75,24,66,0.893939393939394,30.9393939393939,11.7272727272727,4.46969696969697,9.59090909090909,46.6,1.24242424242424,3.24242424242424,38.3,1.54545454545455,2.03030303030303,76.1,1.16666666666667,3.75757575757576,4.92424242424242,1.77272727272727,0.863636363636364,0.621212121212121,0.151515151515152,2.06060606060606,6.83333333333333,NA
"127","Torrey Craig",2018,2019,2e+06,27,39,0.564102564102564,16.1282051282051,4.17948717948718,1.58974358974359,3.51282051282051,45.3,0.435897435897436,1.48717948717949,29.3,0.564102564102564,0.897435897435897,62.9,1.02564102564103,2.23076923076923,3.25641025641026,0.641025641025641,0.512820512820513,0.307692307692308,0.384615384615385,1.61538461538462,-1.56410256410256,NA
"128","Jeff Teague",2013,2016,8e+06,25,80,0.5375,32.85,14.575,5.4875,12.175,45.1,1.1125,3.1,35.9,2.4875,2.825,88.1,0.3125,1.9375,2.25,7.2375,2.875,1.4625,0.35,2.2625,0.925,NA
"129","Jae Crowder",2015,2019,7e+06,24,82,0.573170731707317,20.0853658536585,7.65853658536585,2.79268292682927,6.64634146341463,42,0.74390243902439,2.53658536585366,29.3,1.32926829268293,1.71951219512195,77.3,0.878048780487805,2.69512195121951,3.57317073170732,1.14634146341463,0.597560975609756,0.878048780487805,0.304878048780488,1.67073170731707,0.890243902439024,NA
"131","Kyrie Irving",2015,2019,20951075.6,23,75,0.693333333333333,36.4,21.7066666666667,7.70666666666667,16.4666666666667,46.8,2.09333333333333,5.04,41.5,4.2,4.86666666666667,86.3,0.733333333333333,2.42666666666667,3.16,5.18666666666667,2.48,1.52,0.266666666666667,1.94666666666667,5.62666666666667,NA
"132","Udonis Haslem",2014,2015,2793470,34,46,0.652173913043478,14.195652173913,3.76086956521739,1.60869565217391,3.17391304347826,50.7,0,0,0,0.543478260869565,0.956521739130435,56.8,0.91304347826087,2.89130434782609,3.80434782608696,0.282608695652174,0.521739130434783,0.239130434782609,0.326086956521739,1.71739130434783,-1.5,NA
"133","Robin Lopez",2019,2020,4767000,31,74,0.27027027027027,21.7027027027027,9.51351351351351,4.10810810810811,7.22972972972973,56.8,0.0945945945945946,0.418918918918919,22.6,1.2027027027027,1.66216216216216,72.4,1.89189189189189,1.97297297297297,3.86486486486486,1.2027027027027,1.2972972972973,0.148648648648649,1.05405405405405,1.67567567567568,-1.91891891891892,NA
"134","E'Twaun Moore",2014,2015,981792,25,79,0.278481012658228,19.0632911392405,6.31645569620253,2.46835443037975,5.77215189873418,42.8,0.721518987341772,2.0379746835443,35.4,0.658227848101266,0.860759493670886,76.5,0.367088607594937,1.35443037974684,1.72151898734177,1.41772151898734,0.69620253164557,0.759493670886076,0.164556962025316,1.34177215189873,-1.86075949367089,NA
"135","Justin Holiday",2015,2016,981486,26,59,0.830508474576271,11.135593220339,4.30508474576271,1.54237288135593,3.98305084745763,38.7,0.593220338983051,1.84745762711864,32.1,0.627118644067797,0.76271186440678,82.2,0.203389830508475,1.03389830508475,1.23728813559322,0.813559322033898,0.491525423728814,0.677966101694915,0.203389830508475,0.915254237288136,-0.220338983050847,NA
"136","Quinn Cook",2019,2020,3e+06,26,74,0.662162162162162,14.3108108108108,6.87837837837838,2.75675675675676,5.93243243243243,46.5,1.09459459459459,2.7027027027027,40.5,0.27027027027027,0.351351351351351,76.9,0.297297297297297,1.82432432432432,2.12162162162162,1.56756756756757,0.675675675675676,0.27027027027027,0.0405405405405405,1.24324324324324,-1.7972972972973,NA
"137","Avery Bradley",2019,2020,4767000,28,63,0.492063492063492,30.2380952380952,9.92063492063492,3.93650793650794,9.65079365079365,40.8,1.36507936507937,3.88888888888889,35.1,0.682539682539683,0.793650793650794,86,0.682539682539683,2.0952380952381,2.77777777777778,2.41269841269841,1.41269841269841,0.650793650793651,0.253968253968254,2.65079365079365,-1.3015873015873,NA
"138","Rudy Gay",2015,2017,11380811.33,28,68,0.367647058823529,35.4117647058824,21.0588235294118,7.47058823529412,16.4117647058824,45.5,1.16176470588235,3.23529411764706,35.9,4.95588235294118,5.77941176470588,85.8,1.44117647058824,4.42647058823529,5.86764705882353,3.67647058823529,2.69117647058824,1.04411764705882,0.602941176470588,2.30882352941176,-1.57352941176471,NA
"139","Serge Ibaka",2017,2019,21666666.67,27,79,0.468354430379747,30.6582278481013,14.8481012658228,5.9620253164557,12.4303797468354,48,1.56962025316456,4.0126582278481,39.1,1.35443037974684,1.58227848101266,85.6,1.63291139240506,5.17721518987342,6.81012658227848,0.949367088607595,1.32911392405063,0.518987341772152,1.56962025316456,2.72151898734177,-1.79746835443038,NA
"140","Eric Gordon",2012,2015,14591390.75,23,9,0.666666666666667,34.4444444444444,20.5555555555556,7,15.5555555555556,45,1.11111111111111,4.44444444444444,25,5.44444444444444,7.22222222222222,75.4,0.222222222222222,2.55555555555556,2.77777777777778,3.44444444444444,2.66666666666667,1.44444444444444,0.444444444444444,2.22222222222222,3.77777777777778,NA
"141","Fred VanVleet",2018,2019,9e+06,24,76,0.723684210526316,20,8.63157894736842,3.05263157894737,7.17105263157895,42.6,1.42105263157895,3.43421052631579,41.4,1.10526315789474,1.32894736842105,83.2,0.328947368421053,2.09210526315789,2.42105263157895,3.19736842105263,0.973684210526316,0.894736842105263,0.25,1.71052631578947,4.63157894736842,NA
"142","Thaddeus Young",2011,2014,8319565.25,23,82,0.5,26.0365853658537,12.7439024390244,5.58536585365854,10.3292682926829,54.1,0.0731707317073171,0.268292682926829,27.3,1.5,2.1219512195122,70.7,1.86585365853659,3.42682926829268,5.29268292682927,1,1.20731707317073,1.09756097560976,0.317073170731707,2.07317073170732,1.96341463414634,NA
"143","Patrick Patterson",2017,2019,4325064.333,28,65,0.646153846153846,24.6,6.84615384615385,2.36923076923077,5.90769230769231,40.1,1.44615384615385,3.89230769230769,37.2,0.661538461538462,0.923076923076923,71.7,0.953846153846154,3.55384615384615,4.50769230769231,1.16923076923077,0.584615384615385,0.615384615384615,0.353846153846154,1.84615384615385,5.33846153846154,NA
"144","Wilson Chandler",2011,2015,7369732.5,24,72,0.569444444444444,33.3333333333333,15.2777777777778,5.95833333333333,13.2361111111111,45,1.55555555555556,4.44444444444444,35,1.80555555555556,2.23611111111111,80.7,1.04166666666667,4.625,5.66666666666667,1.66666666666667,1.44444444444444,0.666666666666667,1.30555555555556,2.76388888888889,2.43055555555556,NA
"145","Quinn Cook",2017,2018,867391.5,24,14,0.642857142857143,13.3571428571429,5.64285714285714,2.35714285714286,4.71428571428571,50,0.785714285714286,1.85714285714286,42.3,0.142857142857143,0.357142857142857,40,0.0714285714285714,0.428571428571429,0.5,1.85714285714286,0.928571428571429,0.285714285714286,0,0.928571428571429,-2.92857142857143,NA
"147","Ed Davis",2015,2017,6666666.667,26,79,0.253164556962025,23.2911392405063,8.30379746835443,3.56962025316456,5.93670886075949,60.1,0,0,0,1.16455696202532,2.39240506329114,48.7,2.91139240506329,4.68354430379747,7.59493670886076,1.18987341772152,0.734177215189873,0.620253164556962,1.24050632911392,2.55696202531646,-3.35443037974684,NA
"148","Raymond Felton",2012,2015,4270000,28,60,0.466666666666667,31.7666666666667,11.4,4.35,10.7,40.7,1.03333333333333,3.38333333333333,30.5,1.66666666666667,2.06666666666667,80.6,0.45,2.03333333333333,2.48333333333333,6.5,2.83333333333333,1.3,0.166666666666667,2.03333333333333,2.36666666666667,NA
"149","Tristan Thompson",2015,2019,16399826,24,82,0.646341463414634,26.7560975609756,8.45121951219512,3.25609756097561,5.95121951219512,54.7,0,0,0,1.9390243902439,3.02439024390244,64.1,3.34146341463415,4.67073170731707,8.01219512195122,0.475609756097561,1.01219512195122,0.414634146341463,0.74390243902439,2.30487804878049,2.65853658536585,NA
"150","Carmelo Anthony",2012,2013,20470000,28,55,0.527272727272727,34.1090909090909,22.6363636363636,8.01818181818182,18.6363636363636,43,1.23636363636364,3.69090909090909,33.5,5.36363636363636,6.67272727272727,80.4,1.6,4.65454545454545,6.25454545454545,3.63636363636364,2.61818181818182,1.12727272727273,0.436363636363636,2.83636363636364,1.96363636363636,NA
"151","Khris Middleton",2015,2019,17520689.6,23,79,0.506329113924051,30.1012658227848,13.3544303797468,5.13924050632911,11,46.7,1.37974683544304,3.39240506329114,40.7,1.69620253164557,1.9746835443038,85.9,0.607594936708861,3.78481012658228,4.39240506329114,2.30379746835443,1.43037974683544,1.54430379746835,0.139240506329114,2.31645569620253,4.05063291139241,NA
"152","Ricky Rubio",2015,2018,13750000,24,22,0.318181818181818,31.4545454545455,10.2727272727273,3.54545454545455,9.95454545454546,35.6,0.590909090909091,2.31818181818182,25.5,2.59090909090909,3.22727272727273,80.3,0.863636363636364,4.81818181818182,5.68181818181818,8.77272727272727,2.90909090909091,1.72727272727273,0.0454545454545455,2.68181818181818,-0.545454545454545,NA
"153","LeBron James",2016,2017,32124579.5,31,76,0.736842105263158,35.6447368421053,25.2631578947368,9.69736842105263,18.6315789473684,52,1.14473684210526,3.71052631578947,30.9,4.72368421052632,6.46052631578947,73.1,1.46052631578947,5.97368421052632,7.43421052631579,6.76315789473684,3.27631578947368,1.36842105263158,0.644736842105263,1.88157894736842,8.13157894736842,NA
"154","George Hill",2017,2019,16377969,31,49,0.673469387755102,31.5102040816327,16.9183673469388,5.89795918367347,12.3673469387755,47.7,1.91836734693878,4.75510204081633,40.3,3.20408163265306,4,80.1,0.469387755102041,2.93877551020408,3.40816326530612,4.16326530612245,1.73469387755102,1.02040816326531,0.224489795918367,2.3265306122449,5.26530612244898,NA
"155","Rajon Rondo",2016,2017,10150000,30,72,0.402777777777778,35.2361111111111,11.9305555555556,4.93055555555556,10.8611111111111,45.4,0.861111111111111,2.36111111111111,36.5,1.20833333333333,2.08333333333333,58,1.06944444444444,4.97222222222222,6.04166666666667,11.6527777777778,3.86111111111111,1.95833333333333,0.138888888888889,2.43055555555556,-2.13888888888889,NA
"156","Danilo Gallinari",2017,2019,21587579,28,63,0.492063492063492,33.8730158730159,18.1746031746032,5.31746031746032,11.9047619047619,44.7,2,5.14285714285714,38.9,5.53968253968254,6.14285714285714,90.2,0.619047619047619,4.53968253968254,5.15873015873016,2.14285714285714,1.3015873015873,0.634920634920635,0.238095238095238,1.47619047619048,2.52380952380952,NA
"157","James Harden",2013,2017,19784243.4,23,78,0.551282051282051,38.2692307692308,25.9358974358974,7.5,17.1410256410256,43.8,2.29487179487179,6.23076923076923,36.8,8.64102564102564,10.1538461538462,85.1,0.794871794871795,4.06410256410256,4.85897435897436,5.83333333333333,3.78205128205128,1.82051282051282,0.487179487179487,2.28205128205128,2.5,NA
"158","Kyle Korver",2013,2016,6e+06,32,74,0.554054054054054,30.527027027027,10.9459459459459,3.74324324324324,8.12162162162162,46.1,2.55405405405405,5.59459459459459,45.7,0.905405405405405,1.05405405405405,85.9,0.310810810810811,3.64864864864865,3.95945945945946,1.97297297297297,0.945945945945946,0.945945945945946,0.5,2.2972972972973,2.68918918918919,NA
"159","Reggie Bullock",2017,2018,2500000,26,31,0.419354838709677,15.0645161290323,4.54838709677419,1.74193548387097,4.12903225806452,42.2,0.903225806451613,2.35483870967742,38.4,0.161290322580645,0.225806451612903,71.4,0.419354838709677,1.64516129032258,2.06451612903226,0.935483870967742,0.32258064516129,0.580645161290323,0.0967741935483871,0.709677419354839,1.7741935483871,NA
"160","DeMarcus Cousins",2014,2017,15562595.5,23,71,0.394366197183099,32.3661971830986,22.7323943661972,8.32394366197183,16.7746478873239,49.6,0,0.0985915492957746,0,6.08450704225352,8.38028169014085,72.6,3.07042253521127,8.63380281690141,11.7042253521127,2.91549295774648,3.53521126760563,1.53521126760563,1.28169014084507,3.80281690140845,-0.23943661971831,NA
"161","Meyers Leonard",2016,2019,10250000,24,61,0.540983606557377,21.8524590163934,8.37704918032787,3.19672131147541,7.13114754098361,44.8,1.40983606557377,3.73770491803279,37.7,0.573770491803279,0.754098360655738,76.1,0.836065573770492,4.31147540983607,5.14754098360656,1.50819672131148,1.26229508196721,0.131147540983607,0.295081967213115,3,1.63934426229508,NA
"162","Wayne Ellington",2015,2016,3750000,27,65,0.276923076923077,25.7692307692308,10,3.90769230769231,9.49230769230769,41.2,1.38461538461538,3.73846153846154,37,0.8,0.984615384615385,81.3,0.476923076923077,2.75384615384615,3.23076923076923,1.61538461538462,0.769230769230769,0.507692307692308,0.0307692307692308,1.18461538461538,-1.86153846153846,NA
"164","Christian Wood",2016,2017,874636,20,17,0,8.52941176470588,3.58823529411765,1.29411764705882,3.11764705882353,41.5,0.235294117647059,0.647058823529412,36.4,0.764705882352941,1.23529411764706,61.9,0.764705882352941,1.47058823529412,2.23529411764706,0.176470588235294,0.117647058823529,0.294117647058824,0.411764705882353,0.647058823529412,-2.88235294117647,NA
"165","LeBron James",2015,2016,26966975,30,69,0.72463768115942,36.1304347826087,25.2608695652174,9.04347826086956,18.536231884058,48.8,1.73913043478261,4.91304347826087,35.4,5.43478260869565,7.65217391304348,71,0.739130434782609,5.28985507246377,6.02898550724638,7.40579710144928,3.94202898550725,1.57971014492754,0.710144927536232,1.95652173913043,7.84057971014493,NA
"166","Trey Burke",2017,2018,1289587.5,24,57,0.614035087719298,12.3333333333333,5,2.03508771929825,4.47368421052632,45.5,0.543859649122807,1.2280701754386,44.3,0.385964912280702,0.508771929824561,75.9,0.12280701754386,0.701754385964912,0.824561403508772,1.75438596491228,0.842105263157895,0.192982456140351,0.087719298245614,0.947368421052632,-2.80701754385965,NA
"167","Seth Curry",2016,2017,2963205,25,44,0.386363636363636,15.7272727272727,6.79545454545455,2.31818181818182,5.09090909090909,45.5,1.13636363636364,2.52272727272727,45,1.02272727272727,1.22727272727273,83.3,0.204545454545455,1.15909090909091,1.36363636363636,1.52272727272727,0.818181818181818,0.5,0.0681818181818182,0.931818181818182,-0.818181818181818,NA
"168","Avery Bradley",2018,2019,8383500,27,46,0.478260869565217,31.1521739130435,14.2608695652174,5.6304347826087,13.5869565217391,41.4,1.6304347826087,4.41304347826087,36.9,1.3695652173913,1.78260869565217,76.8,0.478260869565217,2.04347826086957,2.52173913043478,2.04347826086957,2.19565217391304,1.10869565217391,0.173913043478261,2,-2.65217391304348,NA
"169","Danny Green",2012,2014,3762500,25,66,0.757575757575758,23.0606060606061,9.13636363636364,3.1969696969697,7.22727272727273,44.2,1.54545454545455,3.54545454545455,43.6,1.1969696969697,1.51515151515152,79,0.818181818181818,2.63636363636364,3.45454545454545,1.3030303030303,1.01515151515152,0.878787878787879,0.696969696969697,1.62121212121212,3.6969696969697,NA
"170","Serge Ibaka",2013,2016,12250000,23,80,0.725,31.075,13.1875,5.575,9.725,57.3,0.25,0.7125,35.1,1.7875,2.3875,74.9,2.775,4.9375,7.7125,0.5375,1.5625,0.35,3.025,2.6625,6.1125,NA
"171","Ian Mahinmi",2012,2015,4e+06,25,61,0.590163934426229,18.672131147541,5.80327868852459,2.13114754098361,3.90163934426229,54.6,0,0.0163934426229508,0,1.54098360655738,2.40983606557377,63.9,1.77049180327869,2.9672131147541,4.73770491803279,0.19672131147541,0.819672131147541,0.622950819672131,0.508196721311475,2.88524590163934,1.13114754098361,NA
"172","Jared Dudley",2016,2018,1e+07,30,81,0.493827160493827,25.9012345679012,7.87654320987654,2.87654320987654,6.01234567901235,47.8,1.23456790123457,2.93827160493827,42,0.888888888888889,1.20987654320988,73.5,0.666666666666667,2.8641975308642,3.53086419753086,2.11111111111111,0.987654320987654,0.925925925925926,0.222222222222222,2.34567901234568,0.740740740740741,NA
"173","Derrick Favors",2014,2017,1.2e+07,22,73,0.342465753424658,30.1506849315068,13.2876712328767,5.34246575342466,10.2328767123288,52.2,0,0.0136986301369863,0,2.6027397260274,3.89041095890411,66.9,2.72602739726027,6,8.72602739726027,1.24657534246575,1.76712328767123,1.02739726027397,1.47945205479452,3.23287671232877,-4.63013698630137,NA
"174","Eric Gordon",2016,2019,13221697.5,27,45,0.311111111111111,32.9111111111111,15.2444444444444,5.13333333333333,12.2666666666667,41.8,2.51111111111111,6.53333333333333,38.4,2.46666666666667,2.77777777777778,88.8,0.222222222222222,1.97777777777778,2.2,2.68888888888889,1.62222222222222,0.955555555555556,0.311111111111111,2.17777777777778,-1.55555555555556,NA
"175","Joe Harris",2018,2019,8e+06,26,78,0.346153846153846,25.3205128205128,10.8461538461538,3.91025641025641,7.96153846153846,49.1,1.92307692307692,4.58974358974359,41.9,1.1025641025641,1.33333333333333,82.7,0.653846153846154,2.67948717948718,3.33333333333333,1.64102564102564,1.16666666666667,0.448717948717949,0.256410256410256,1.96153846153846,-1.53846153846154,NA
"176","Kevin Durant",2011,2015,18759601.8,22,78,0.666666666666667,38.9487179487179,27.7051282051282,9.11538461538461,19.7179487179487,46.2,1.85897435897436,5.30769230769231,35,7.61538461538461,8.65384615384615,88,0.730769230769231,6.1025641025641,6.83333333333333,2.74358974358974,2.79487179487179,1.12820512820513,0.974358974358974,2.03846153846154,3.44871794871795,NA
