"","NAME","CONTRACT_START","CONTRACT_END","AVG_SALARY","AGE","GP","WR","MIN","PTS","FGM","FGA","FG.","X3PM","X3PA","X3P.","FTM","FTA","FT.","OREB","DREB","REB","AST","TOV","STL","BLK","PF","MARGIN","sum"
"77","Terrence Ross",2016,2018,10333333.33,25,73,0.726027397260274,23.9315068493151,9.86301369863014,3.6986301369863,8.57534246575342,43.1,1.79452054794521,4.64383561643836,38.6,0.671232876712329,0.849315068493151,79,0.287671232876712,2.24657534246575,2.53424657534247,0.767123287671233,0.63013698630137,0.73972602739726,0.342465753424658,1.64383561643836,3.32876712328767,NA
"78","Enes Kanter",2015,2018,17675529.25,23,75,0.426666666666667,28.48,15.5066666666667,6.42666666666667,12.3733333333333,51.9,0.213333333333333,0.6,35.6,2.44,3.12,78.2,3.69333333333333,5.25333333333333,8.94666666666667,0.733333333333333,1.93333333333333,0.48,0.386666666666667,2.52,-0.453333333333333,NA
"79","Dwight Powell",2016,2019,9317187.5,24,69,0.507246376811594,14.3768115942029,5.78260869565217,2.11594202898551,4.28985507246377,49.3,0.0289855072463768,0.231884057971014,12.5,1.52173913043478,2.05797101449275,73.9,1.21739130434783,2.73913043478261,3.95652173913043,0.63768115942029,0.579710144927536,0.521739130434783,0.347826086956522,1.71014492753623,-1.17391304347826,NA
"80","Kevin Durant",2016,2017,25770050,27,72,0.722222222222222,35.8055555555556,28.1805555555556,9.69444444444444,19.1805555555556,50.5,2.58333333333333,6.68055555555556,38.7,6.20833333333333,6.91666666666667,89.8,0.625,7.55555555555556,8.18055555555556,5.01388888888889,3.47222222222222,0.958333333333333,1.18055555555556,1.90277777777778,8.97222222222222,NA
"81","Langston Galloway",2016,2017,5933333.5,24,82,0.390243902439024,24.7926829268293,7.6219512195122,2.81707317073171,7.17073170731707,39.3,0.939024390243902,2.73170731707317,34.4,1.04878048780488,1.39024390243902,75.4,0.524390243902439,2.98780487804878,3.51219512195122,2.52439024390244,0.74390243902439,0.939024390243902,0.268292682926829,2.15853658536585,-1.26829268292683,NA
"82","Russell Westbrook",2012,2016,17473207.2,23,66,0.712121212121212,35.3181818181818,23.6060606060606,8.75757575757576,19.1818181818182,45.7,0.939393939393939,2.96969696969697,31.6,5.15151515151515,6.25757575757576,82.3,1.45454545454545,3.10606060606061,4.56060606060606,5.48484848484848,3.62121212121212,1.6969696969697,0.318181818181818,2.22727272727273,5.57575757575758,NA
"83","Jeff Teague",2017,2019,1.9e+07,29,82,0.51219512195122,32.4024390243902,15.2926829268293,4.90243902439024,11.0853658536585,44.2,1.09756097560976,3.07317073170732,35.7,4.39024390243902,5.0609756097561,86.7,0.402439024390244,3.6219512195122,4.02439024390244,7.79268292682927,2.63414634146341,1.21951219512195,0.390243902439024,2.01219512195122,0.597560975609756,NA
"84","Kenneth Faried",2015,2018,12619684.25,25,75,0.4,27.8133333333333,12.6133333333333,4.97333333333333,9.81333333333333,50.7,0.0133333333333333,0.106666666666667,12.5,2.65333333333333,3.84,69.1,3.22666666666667,5.68,8.90666666666667,1.18666666666667,1.57333333333333,0.826666666666667,0.76,2.81333333333333,-0.506666666666667,NA
"85","Ben McLemore",2017,2018,5330000,24,61,0.442622950819672,19.2786885245902,8.11475409836066,2.95081967213115,6.86885245901639,43,1.0655737704918,2.78688524590164,38.2,1.14754098360656,1.52459016393443,75.3,0.311475409836066,1.80327868852459,2.11475409836066,0.836065573770492,1.01639344262295,0.475409836065574,0.0983606557377049,1.77049180327869,-2.21311475409836,NA
"86","Elfrid Payton",2019,2020,8e+06,25,42,0.428571428571429,29.7619047619048,10.6190476190476,4.26190476190476,9.80952380952381,43.4,0.785714285714286,2.5,31.4,1.30952380952381,1.76190476190476,74.3,1.16666666666667,4.07142857142857,5.23809523809524,7.61904761904762,2.66666666666667,1.04761904761905,0.404761904761905,1.92857142857143,-1.64285714285714,NA
"87","Reggie Jackson",2015,2019,12485153,25,77,0.480519480519481,29.4545454545455,14.5064935064935,5.61038961038961,12.9350649350649,43.4,0.935064935064935,3.12987012987013,29.9,2.35064935064935,2.83116883116883,83,0.727272727272727,3.51948051948052,4.24675324675325,6,2.41558441558442,0.805194805194805,0.116883116883117,2.16883116883117,1.46753246753247,NA
"88","Wesley Matthews",2015,2018,17699435.25,28,60,0.683333333333333,33.7333333333333,15.9333333333333,5.61666666666667,12.5333333333333,44.8,2.88333333333333,7.41666666666667,38.9,1.81666666666667,2.41666666666667,75.2,0.633333333333333,3.06666666666667,3.7,2.31666666666667,1.35,1.28333333333333,0.166666666666667,2.2,4.53333333333333,NA
"90","Bryn Forbes",2018,2019,3e+06,24,80,0.575,18.9625,6.9375,2.6125,6.2125,42.1,1.1125,2.85,39,0.6,0.9,66.7,0.15,1.225,1.375,1,0.4625,0.35,0.025,1.35,1.525,NA
"91","Al-Farouq Aminu",2015,2018,7500000,24,74,0.608108108108108,18.4594594594595,5.56756756756757,1.98648648648649,4.82432432432432,41.2,0.459459459459459,1.67567567567568,27.4,1.13513513513514,1.59459459459459,71.2,1.54054054054054,3.08108108108108,4.62162162162162,0.797297297297297,0.743243243243243,0.945945945945946,0.837837837837838,1.85135135135135,1.41891891891892,NA
"92","Mason Plumlee",2017,2019,13666666.67,27,81,0.469135802469136,26.5185185185185,10.3950617283951,4.12345679012346,7.69135802469136,53.6,0,0.0740740740740741,0,2.14814814814815,3.7037037037037,58,2.09876543209877,5.37037037037037,7.46913580246914,3.50617283950617,1.65432098765432,0.851851851851852,1.1358024691358,2.79012345679012,-0.0123456790123457,NA
